"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"4365",0.82,0.49,5,185,3,0,0,8,2,"0"
"5688",0.52,0.77,4,134,4,0,0,10,2,"0"
"8872.1",0.56,0.63,3,145,2,0,0,8,1,"0"
"8110",0.53,0.97,4,249,3,0,0,8,3,"0"
"4189",0.96,0.7,5,184,2,1,0,6,3,"0"
"9228",0.17,0.81,5,280,4,0,0,6,3,"0"
"4043.1",0.71,0.89,3,244,4,0,0,7,3,"0"
"14143.1",0.8,0.93,3,225,4,0,0,6,2,"0"
"6333",0.98,0.53,6,253,4,0,0,7,3,"0"
"2489",0.6,0.5,3,274,3,0,0,9,3,"0"
"13004",0.61,0.42,3,104,2,0,0,2,3,"0"
"3548",0.43,0.85,6,168,2,0,0,10,2,"0"
"4939",0.9,0.7,3,274,3,0,0,9,3,"0"
"9699",0.8,0.84,3,195,3,0,0,9,3,"0"
"13626",0.89,0.99,2,258,3,0,0,8,3,"0"
"3467",0.86,0.87,3,205,4,0,0,2,2,"0"
"9246",0.52,0.82,4,198,4,0,0,8,2,"0"
"2715.1",0.64,0.55,4,167,3,1,0,10,3,"0"
"13456.1",0.82,0.82,3,164,3,0,0,10,1,"0"
"11699",0.62,0.73,3,245,4,0,0,3,2,"0"
"6621",0.17,0.93,6,192,4,0,0,10,2,"0"
"6477",0.56,0.98,4,207,3,0,0,6,3,"0"
"2454.1",0.51,0.49,4,234,2,0,0,8,3,"0"
"12926.1",0.14,0.66,5,281,4,1,0,1,3,"0"
"11604.1",0.69,0.86,5,195,6,0,0,4,1,"0"
"9540",0.97,0.76,3,193,3,0,0,7,3,"0"
"3940",0.64,0.8,3,199,3,0,0,9,2,"0"
"5025",0.61,0.73,3,165,3,1,0,3,2,"0"
"3567",0.69,0.68,3,151,3,1,0,9,2,"0"
"14030",0.66,0.6,3,210,2,0,0,8,2,"0"
"6934",0.87,0.97,4,160,3,0,0,3,2,"0"
"5811",0.84,0.91,3,247,4,0,0,5,2,"0"
"10433",0.73,0.52,4,141,3,0,0,9,3,"0"
"2656.1",0.58,0.97,5,202,2,0,0,3,2,"0"
"5603",0.68,0.53,3,156,4,0,0,1,3,"0"
"2750",0.91,0.59,5,162,2,0,0,8,2,"0"
"7377.1",0.24,0.38,6,109,2,0,0,9,3,"0"
"4948.1",0.57,0.6,4,248,4,0,0,3,2,"0"
"11722",0.98,0.74,4,151,3,0,0,8,3,"0"
"3778.1",0.9,0.94,4,231,3,0,0,10,3,"0"
"6129",0.52,0.72,4,186,2,0,0,8,3,"0"
"5996.1",0.79,0.57,5,230,2,0,0,10,2,"0"
"13306.1",0.51,0.63,4,198,2,0,0,4,3,"0"
"6928",0.8,0.5,4,125,3,0,0,10,2,"0"
"5766",0.59,0.9,4,226,2,0,0,10,2,"0"
"9157.1",0.52,0.78,3,181,3,0,0,7,3,"0"
"10077.1",0.71,0.81,2,182,3,0,0,4,1,"0"
"10310.2",0.61,0.7,4,161,3,1,0,4,1,"0"
"9971",0.89,0.85,4,195,4,0,0,9,3,"0"
"2351",0.83,0.52,3,167,2,1,0,3,2,"0"
"5876.2",0.8,0.99,6,178,5,0,0,7,2,"0"
"2449.1",0.25,0.69,3,187,4,0,0,5,3,"0"
"5124",0.79,0.73,4,226,3,0,0,8,3,"0"
"9359",0.75,0.49,4,246,3,0,0,9,2,"0"
"6127",0.47,0.56,4,165,3,0,0,8,3,"0"
"11410",0.87,0.87,5,207,2,0,0,8,1,"0"
"5835.1",0.97,0.51,4,241,4,0,0,2,3,"0"
"10265",0.53,0.57,5,141,3,1,0,10,1,"0"
"2210.2",0.5,0.63,3,172,2,0,0,7,3,"0"
"2259",0.99,0.57,3,176,4,1,0,9,3,"0"
"11606",0.89,0.96,3,179,8,0,0,4,1,"0"
"13076",0.79,0.65,5,215,2,1,0,8,3,"0"
"10232.1",0.58,0.89,3,256,2,0,0,9,3,"0"
"12821",0.75,0.92,3,211,3,0,0,8,3,"0"
"10020",0.7,0.79,3,226,4,0,0,8,3,"0"
"8840",0.86,0.71,5,235,4,0,0,3,3,"0"
"4860.1",0.92,0.49,5,259,3,1,0,9,3,"0"
"4528",0.96,0.88,3,168,2,0,0,8,2,"0"
"6700",0.79,0.86,5,270,2,0,0,4,2,"0"
"3134.1",0.35,0.69,3,141,2,1,0,9,2,"0"
"8438.1",0.6,0.4,3,146,4,1,0,10,2,"0"
"4690.1",0.74,0.76,3,224,2,0,0,2,2,"0"
"6085.1",0.57,0.65,5,144,3,1,0,9,2,"0"
"11328",0.59,0.64,5,269,3,0,0,9,3,"0"
"2982",0.93,0.48,3,147,3,0,0,9,2,"0"
"3011.1",0.62,0.89,3,153,3,1,0,2,2,"0"
"8491",0.89,0.87,2,270,6,1,0,8,3,"0"
"9166.1",0.89,0.65,3,210,3,0,0,5,2,"0"
"10078",0.72,0.7,3,163,3,1,0,8,3,"0"
"5535",0.86,0.87,4,183,3,0,0,10,2,"0"
"4914",0.9,0.72,5,237,2,0,0,1,2,"0"
"12969",0.73,0.99,3,241,3,0,0,7,2,"0"
"8309",0.63,0.68,4,191,2,0,0,3,1,"0"
"5157",0.99,0.76,4,185,5,0,0,10,2,"0"
"4175.1",0.48,0.71,2,140,3,1,0,9,2,"0"
"5417",0.18,0.93,3,245,4,1,0,7,2,"0"
"9784",0.63,0.78,2,158,5,1,0,8,3,"0"
"5280.1",0.62,0.92,4,198,2,0,0,8,3,"0"
"11090",0.72,0.98,4,156,3,0,0,6,3,"0"
"2553",0.3,0.37,6,278,3,0,0,10,2,"0"
"2227",0.71,0.57,2,183,4,0,0,8,2,"0"
"3085",0.34,0.57,4,152,3,1,0,1,2,"0"
"10262",0.76,0.73,4,148,2,1,0,2,2,"0"
"6776",0.9,0.64,5,226,2,0,0,10,2,"0"
"8061.1",0.75,0.99,5,189,3,0,0,9,2,"0"
"3071",0.72,0.65,5,151,3,0,0,8,3,"0"
"2539",0.79,0.76,3,160,3,0,0,8,2,"0"
"13833.1",0.91,0.63,5,240,7,0,0,8,3,"0"
"5787",0.55,0.97,3,222,2,0,0,4,3,"0"
"5937",0.57,0.54,4,167,3,0,0,10,3,"0"
"8757",0.59,0.92,5,226,3,0,0,9,3,"0"
"4480",0.54,0.86,4,205,5,0,0,9,2,"0"
"7408",0.91,0.59,4,177,4,0,0,9,3,"0"
"3286.1",0.51,0.52,3,164,3,0,0,9,2,"0"
"7712",0.96,0.57,3,263,3,0,0,9,2,"0"
"5028",0.76,0.4,2,245,5,0,0,6,3,"0"
"13778",0.57,0.55,4,177,8,0,0,8,2,"0"
"8869.2",0.98,0.51,3,243,2,0,0,8,2,"0"
"9013",0.54,0.63,3,174,3,0,0,5,2,"0"
"14067",0.92,0.94,2,224,2,0,0,8,2,"0"
"11279",0.66,0.53,3,164,6,0,0,9,2,"0"
"10124",0.81,0.79,4,222,3,0,0,9,3,"0"
"11058",0.95,0.53,3,174,3,0,0,9,3,"0"
"5596",0.69,0.75,3,179,2,1,0,8,1,"0"
"2043",0.71,0.92,3,202,4,0,0,10,2,"0"
"5286",0.57,0.39,3,193,6,0,0,8,3,"0"
"11919",0.86,0.72,3,217,3,0,0,8,2,"0"
"8083.1",0.65,0.71,3,170,2,0,0,6,2,"0"
"4330",0.46,0.43,4,258,3,0,0,9,2,"0"
"11323.1",0.57,0.88,4,140,2,0,0,9,3,"0"
"4432",0.16,0.52,3,100,4,0,0,9,3,"0"
"13895.1",0.96,0.6,3,160,10,0,0,9,3,"0"
"13144",0.13,0.61,5,198,5,0,0,8,3,"0"
"7644",0.75,0.53,5,235,3,0,0,8,3,"0"
"3756.1",0.95,0.71,3,223,2,0,0,8,2,"0"
"4926.1",0.87,0.54,4,211,3,0,0,10,3,"0"
"9797",0.15,0.42,3,98,3,0,0,8,2,"0"
"10840.1",0.9,0.67,2,229,4,0,0,8,2,"0"
"3864",0.57,0.96,4,264,2,0,0,9,2,"0"
"3378",0.13,0.67,5,234,6,0,0,8,3,"0"
"14182",0.14,0.38,5,115,6,1,0,5,1,"0"
"11013",0.95,0.74,5,243,6,0,0,4,3,"0"
"6388",0.61,0.62,2,192,2,1,0,9,2,"0"
"11127.1",0.25,0.9,6,229,8,0,0,8,3,"0"
"9520",0.83,0.51,4,199,3,0,0,9,2,"0"
"11398",0.55,0.69,4,220,3,1,0,4,1,"0"
"2116",0.42,0.96,3,270,6,0,0,9,2,"0"
"8195",0.79,0.52,3,134,2,1,0,8,3,"0"
"9231",0.87,0.76,5,182,3,0,0,7,3,"0"
"2713.1",0.92,0.84,5,264,3,0,0,10,3,"0"
"10031",0.66,0.74,4,179,3,0,0,1,2,"0"
"13837",0.68,0.97,3,250,3,1,0,6,3,"0"
"10887.1",0.63,0.71,4,244,2,0,0,9,2,"0"
"7155",0.56,0.54,3,232,2,0,0,9,2,"0"
"11456",0.63,0.48,4,179,3,0,0,5,2,"0"
"2601",0.99,0.97,3,257,2,0,0,5,3,"0"
"8762.1",0.12,0.95,3,236,3,0,0,10,3,"0"
"7228.1",0.89,0.9,4,101,6,0,0,9,3,"0"
"3244",0.69,0.95,3,126,6,0,0,10,2,"0"
"4108",0.55,0.8,3,254,2,0,0,3,3,"0"
"13652",0.69,0.48,5,232,4,0,0,8,3,"0"
"8125.1",0.72,0.9,4,225,2,0,0,2,2,"0"
"5949",0.74,0.83,4,142,3,0,0,3,3,"0"
"4722",0.37,0.61,3,186,2,0,0,3,2,"0"
"11085",0.93,0.94,4,233,6,0,0,3,3,"0"
"9575.1",0.5,1,3,149,2,0,0,2,3,"0"
"3817",0.7,0.87,5,177,2,0,0,1,3,"0"
"11017",0.62,0.79,4,268,6,0,0,8,3,"0"
"2076.1",0.41,0.47,4,104,3,0,0,8,2,"0"
"9799",0.73,0.6,3,252,4,1,0,8,2,"0"
"13543.1",0.86,0.61,4,193,2,0,0,9,1,"0"
"3982.1",0.7,0.78,4,254,4,0,0,8,2,"0"
"8476.1",0.7,0.72,2,189,3,0,0,8,2,"0"
"11014",0.51,0.8,4,198,6,0,0,5,3,"0"
"6719",0.66,0.75,4,200,4,0,0,1,3,"0"
"8856.1",0.82,0.76,3,174,3,0,0,8,3,"0"
"9547",0.95,0.95,4,137,4,0,0,4,3,"0"
"7591",0.68,0.64,2,167,2,0,0,2,2,"0"
"3965",0.95,0.74,4,216,3,0,0,7,3,"0"
"9887",0.68,0.5,4,166,4,1,0,10,3,"0"
"7785",0.64,0.85,3,250,3,0,0,5,2,"0"
"8050",0.58,0.55,3,178,5,0,0,10,2,"0"
"6201",0.17,0.51,5,221,3,0,0,8,2,"0"
"4138",0.94,0.87,3,229,3,0,0,8,2,"0"
"3612",0.6,0.99,4,225,3,0,0,8,3,"0"
"3017",1,0.81,5,178,2,0,0,10,2,"0"
"4358",0.58,0.93,5,235,2,0,0,4,2,"0"
"11700",0.5,0.83,5,258,2,0,0,3,2,"0"
"12903",1,0.93,5,231,2,0,0,5,3,"0"
"5272",0.94,0.92,3,187,2,0,0,5,2,"0"
"7535.1",0.72,0.52,3,143,4,1,0,9,2,"0"
"2469.1",0.91,0.76,5,152,3,0,0,1,2,"0"
"4329",0.89,0.79,4,212,3,0,0,9,2,"0"
"2065",0.86,0.91,4,147,3,0,0,10,3,"0"
"11936",0.5,0.86,3,180,7,0,1,4,1,"0"
"12895",0.73,0.48,4,139,2,0,0,7,2,"0"
"5107",0.53,0.8,3,175,3,0,0,3,2,"0"
"3818.1",0.28,0.38,5,139,4,0,0,9,3,"0"
"4246",0.91,0.97,4,183,3,0,0,9,2,"0"
"11790",0.72,0.99,4,239,3,0,0,5,3,"0"
"7119",0.85,0.67,3,267,2,1,0,8,2,"0"
"9945",0.76,0.42,3,217,2,0,0,8,2,"0"
"13092",0.65,0.67,3,240,2,1,0,10,2,"0"
"2127.1",0.73,0.52,4,162,3,0,0,6,2,"0"
"7134",0.67,0.55,4,256,6,0,0,2,2,"0"
"2529",0.24,0.6,4,195,5,0,0,8,3,"0"
"11110",0.84,0.63,3,121,3,1,0,8,2,"0"
"6279",0.69,0.68,3,138,3,0,0,8,2,"0"
"9162",0.34,0.46,6,132,2,0,0,9,3,"0"
"4205",0.51,0.94,4,247,2,0,0,4,3,"0"
"9021",0.69,0.8,3,177,4,0,0,8,2,"0"
"4261.1",0.68,0.61,5,271,2,0,0,3,1,"0"
"6509.1",0.82,0.7,3,149,2,0,0,8,3,"0"
"10669",0.65,0.88,4,173,3,0,0,4,3,"0"
"8457",0.49,0.65,3,168,4,0,0,10,3,"0"
"7224",0.83,0.98,3,229,6,0,0,9,3,"0"
"9740",0.85,0.9,5,247,2,0,0,10,3,"0"
"9784.1",0.63,0.78,2,158,5,1,0,8,3,"0"
"4049",0.54,0.42,3,138,3,1,0,9,3,"0"
"11890",0.38,0.49,4,196,3,0,1,4,1,"0"
"9341.1",0.77,0.73,5,263,2,0,0,1,1,"0"
"2662",0.96,0.72,3,272,3,0,0,6,2,"0"
"7866",0.85,0.69,4,216,4,0,0,4,2,"0"
"8559",0.61,0.53,4,183,3,0,0,5,2,"0"
"5421.1",0.7,0.6,3,183,3,0,0,8,2,"0"
"14198",0.48,0.5,5,142,4,0,0,3,3,"0"
"14141",0.82,0.76,3,219,8,1,0,3,2,"0"
"13122",0.51,0.5,4,130,3,0,0,7,3,"0"
"7619",0.85,0.74,3,250,3,1,0,3,2,"0"
"3693",0.97,0.5,3,173,2,0,0,1,3,"0"
"2372.1",0.78,0.98,5,158,2,0,0,5,3,"0"
"4503",0.72,0.49,3,203,3,0,1,7,3,"0"
"11388",0.43,0.46,2,186,2,0,0,6,2,"0"
"13765",0.96,0.55,3,164,3,0,0,8,3,"0"
"2415",0.74,0.74,3,156,3,0,0,9,3,"0"
"5647",0.84,0.88,3,194,3,0,0,7,2,"0"
"9903",0.77,0.74,4,202,4,0,0,9,3,"0"
"13592",0.24,0.62,6,225,6,0,0,8,2,"0"
"9614.1",0.81,0.54,4,155,4,0,0,1,1,"0"
"6761.1",0.94,0.6,5,278,2,0,0,10,2,"0"
"10563",0.37,0.37,5,173,2,0,0,1,2,"0"
"14020",0.69,0.9,5,103,5,0,0,6,2,"0"
"5224.1",0.71,0.97,3,189,3,1,0,10,1,"0"
"8580.1",0.59,0.56,4,250,2,0,0,1,3,"0"
"3373",0.97,0.52,4,231,3,0,0,8,2,"0"
"10695",0.97,0.9,5,262,3,0,0,8,3,"0"
"8360",0.59,0.57,3,147,4,0,0,10,2,"0"
"5974.1",0.87,0.74,4,151,4,0,0,8,3,"0"
"13392",0.92,0.93,4,225,2,0,1,7,3,"0"
"7705",0.94,0.58,5,215,2,0,0,7,2,"0"
"6245.1",0.54,0.93,3,124,5,0,0,3,3,"0"
"2663",0.6,0.77,4,157,4,0,0,6,2,"0"
"7692",0.67,0.52,2,152,5,0,0,10,3,"0"
"8071",0.92,0.98,4,161,3,0,0,10,3,"0"
"11648",0.31,0.63,4,104,7,1,0,8,3,"0"
"13727",0.93,0.87,4,139,8,0,0,10,3,"0"
"11082",0.94,0.49,4,176,8,0,0,4,3,"0"
"8465",0.84,0.52,3,232,4,0,0,6,2,"0"
"9262",0.8,0.56,6,111,6,0,0,8,2,"0"
"2827",0.62,0.9,4,155,4,0,0,8,2,"0"
"13125",0.95,0.96,3,220,3,0,0,7,2,"0"
"4326",0.93,0.76,3,244,3,0,0,9,2,"0"
"6529.1",0.81,0.95,3,212,3,0,0,10,3,"0"
"9792.1",0.78,0.63,4,181,2,0,0,8,3,"0"
"13428",0.5,0.71,4,163,8,0,1,2,3,"0"
"5179.1",0.96,0.73,5,169,3,1,0,6,2,"0"
"11643",0.69,0.65,3,153,2,0,0,5,3,"0"
"8575",0.72,0.98,4,180,2,0,0,8,3,"0"
"11223",0.97,0.84,4,177,6,0,0,10,2,"0"
"6456",0.44,0.87,5,104,4,0,0,10,1,"0"
"6025",0.52,0.62,3,275,2,0,0,3,1,"0"
"13565.2",0.36,0.73,2,111,2,0,0,8,2,"0"
"13856.1",0.9,0.85,3,158,7,0,0,5,3,"0"
"3394",0.71,0.53,3,186,2,0,0,10,2,"0"
"7213",0.66,0.96,4,160,2,0,0,10,3,"0"
"4786",0.83,0.84,3,249,2,0,0,9,3,"0"
"7730",0.52,0.85,4,193,3,0,0,8,3,"0"
"2645.1",0.68,0.51,3,259,3,0,0,9,3,"0"
"5749",0.84,0.58,5,186,2,0,0,8,3,"0"
"5736",0.56,0.73,4,226,2,0,0,8,2,"0"
"14016",0.64,0.88,3,252,2,0,0,8,2,"0"
"6351",0.79,0.6,5,223,3,0,0,8,2,"0"
"10644",0.91,0.78,3,269,3,1,0,10,1,"0"
"10983",0.88,0.82,3,265,3,0,0,6,3,"0"
"6000.2",0.78,0.98,4,260,3,0,0,10,2,"0"
"3397",0.58,0.91,3,223,2,0,0,10,2,"0"
"6524",0.53,0.79,3,206,3,0,0,10,3,"0"
"6331.1",0.56,0.56,3,162,2,0,0,7,1,"0"
"2186",0.73,0.79,4,145,2,1,0,9,2,"0"
"14123",0.64,0.64,2,190,3,0,0,8,2,"0"
"7005",0.85,0.87,6,232,6,0,0,10,2,"0"
"3728.1",0.81,0.52,3,255,5,0,0,3,3,"0"
"9336",0.69,0.84,3,154,2,0,0,8,2,"0"
"10005.1",0.75,0.63,3,148,4,0,0,10,3,"0"
"7899",0.97,0.77,4,208,2,0,0,10,3,"0"
"13655.2",0.58,0.8,4,113,3,0,0,3,3,"0"
"2257",0.95,0.69,3,225,2,0,0,10,1,"0"
"10904.1",0.8,0.62,5,190,4,1,0,3,3,"0"
"8914",0.2,0.5,6,282,6,1,0,10,2,"0"
"2828",0.73,0.59,3,219,2,0,0,1,2,"0"
"8249",0.97,0.86,5,222,3,0,0,10,2,"0"
"12942",0.74,0.83,4,210,3,0,0,9,2,"0"
"5544",0.77,0.83,3,204,3,0,0,9,2,"0"
"9215.2",0.94,0.78,4,211,3,0,0,9,3,"0"
"13377",0.54,0.68,6,249,5,0,0,6,3,"0"
"11480",0.51,0.8,5,268,3,0,0,7,3,"0"
"2630",0.93,0.88,4,177,3,0,0,10,2,"0"
"9200",0.72,0.71,3,132,2,1,0,10,2,"0"
"4088.1",0.62,0.75,3,149,2,1,0,10,3,"0"
"6266.1",0.99,0.55,4,179,4,0,0,5,2,"0"
"7982",0.57,0.89,4,255,3,1,0,10,2,"0"
"8771",0.57,0.46,3,207,3,0,0,6,3,"0"
"10946",0.24,0.42,5,210,5,0,0,1,2,"0"
"2603",0.93,0.97,4,227,3,0,0,5,3,"0"
"3064",0.72,0.53,5,240,2,0,0,8,3,"0"
"4453",0.96,0.57,3,151,2,0,0,8,2,"0"
"8031.1",0.76,0.97,5,172,3,0,0,8,3,"0"
"6520",0.91,0.76,3,159,3,0,0,2,3,"0"
"7830",0.88,0.89,5,189,2,0,0,10,3,"0"
"8162",0.5,0.46,3,165,3,0,0,7,2,"0"
"7176",0.81,0.87,4,161,2,0,0,7,3,"0"
"3265.1",0.59,0.79,4,209,2,0,0,10,3,"0"
"10353",0.62,0.61,3,171,3,0,0,9,3,"0"
"9612",1,0.84,3,227,3,0,0,3,2,"0"
"12999",0.67,0.6,5,253,6,0,0,8,3,"0"
"3197.1",0.66,0.59,3,204,3,0,0,6,1,"0"
"11240",0.82,0.85,3,214,2,0,0,9,1,"0"
"8070",0.74,0.64,3,229,3,0,0,9,3,"0"
"7301.1",0.91,0.67,3,143,3,0,0,9,2,"0"
"13050",0.73,0.98,5,272,2,0,0,5,2,"0"
"8071.1",0.92,0.98,4,161,3,0,0,10,3,"0"
"7411",0.21,0.81,4,227,5,0,0,5,3,"0"
"6680.2",0.72,0.61,5,170,3,0,0,10,3,"0"
"10396",0.16,0.76,6,210,5,0,0,8,3,"0"
"10659.1",0.63,0.78,4,275,3,0,0,9,2,"0"
"6031",0.54,0.82,2,279,3,1,0,5,2,"0"
"9466",0.96,0.78,3,135,3,0,0,8,3,"0"
"11822",0.61,0.83,4,245,3,1,1,10,2,"0"
"9092",0.14,0.73,5,273,4,1,0,8,2,"0"
"9802",0.58,0.97,2,216,3,0,0,1,1,"0"
"2602.1",0.76,0.8,5,229,2,0,0,5,3,"0"
"5139",0.61,0.65,2,117,2,1,0,8,3,"0"
"6633",0.95,0.74,3,139,2,0,0,3,3,"0"
"9126",0.81,0.97,3,133,3,0,0,10,3,"0"
"6026",0.63,0.91,3,252,2,0,0,7,1,"0"
"7559",0.8,0.65,4,172,3,1,0,1,2,"0"
"3515",0.52,0.82,3,192,3,0,0,10,2,"0"
"4724",0.49,0.58,4,213,4,1,0,6,2,"0"
"8032",0.66,0.95,4,224,2,0,0,8,3,"0"
"10385.2",0.56,0.81,4,216,2,0,0,10,2,"0"
"13586",0.98,0.89,4,218,2,0,0,8,3,"0"
"7598",1,0.67,3,181,2,0,0,10,2,"0"
"13252.1",0.62,0.81,3,245,2,1,0,2,2,"0"
"11595.1",0.83,0.55,3,271,7,0,0,8,3,"0"
"8249.1",0.97,0.86,5,222,3,0,0,10,2,"0"
"5345.1",0.5,0.74,4,272,5,0,0,1,2,"0"
"8992",0.75,0.82,5,202,3,1,0,3,2,"0"
"9641.1",0.64,0.55,3,201,2,0,0,8,2,"0"
"3985",0.59,0.93,3,265,3,1,0,8,2,"0"
"10566",0.85,0.64,4,188,3,0,0,2,2,"0"
"4513",0.54,0.92,4,228,3,0,1,5,3,"0"
"3028",0.33,0.96,5,97,3,0,0,9,3,"0"
"9861",0.97,0.49,4,213,2,0,0,8,3,"0"
"5444",0.62,0.74,4,173,2,0,0,8,3,"0"
"5038",0.96,0.68,4,137,2,0,1,8,3,"0"
"7198",0.53,0.94,4,202,3,1,0,8,2,"0"
"9073.1",0.63,0.81,4,216,4,0,0,6,3,"0"
"6903",0.88,0.88,3,220,4,0,0,2,3,"0"
"10849.1",0.83,0.86,4,98,4,0,0,8,2,"0"
"3821.1",0.79,0.54,5,212,4,0,0,5,3,"0"
"2227.1",0.71,0.57,2,183,4,0,0,8,2,"0"
"2609",0.52,0.57,3,150,3,0,0,8,2,"0"
"7030",0.22,0.61,6,237,5,0,0,5,1,"0"
"5682",0.61,0.87,4,151,3,0,0,2,3,"0"
"5266",0.66,0.5,3,229,3,0,0,5,2,"0"
"7592",0.69,0.63,3,137,3,0,0,10,2,"0"
"11691.1",0.83,0.48,4,220,3,1,0,9,2,"0"
"9550",0.39,0.39,2,131,2,0,0,5,1,"0"
"8895",0.7,0.74,5,255,2,0,0,10,3,"0"
"4783",0.67,0.81,4,168,2,0,0,9,1,"0"
"3510",0.82,0.95,3,203,3,0,0,7,3,"0"
"8397",0.55,0.87,3,215,2,0,0,7,3,"0"
"10882",0.5,0.95,5,137,3,0,0,10,2,"0"
"6555",0.66,0.9,3,176,2,1,0,6,3,"0"
"12821.1",0.75,0.92,3,211,3,0,0,8,3,"0"
"5782",0.76,0.92,4,154,3,0,0,9,3,"0"
"10612",0.52,0.97,4,170,3,0,0,9,3,"0"
"2063",0.72,0.94,4,240,4,0,0,1,2,"0"
"13409.2",0.5,0.48,4,130,10,0,0,8,1,"0"
"6305",0.63,0.64,3,208,2,1,0,9,2,"0"
"9577",0.24,0.58,3,184,5,1,0,10,3,"0"
"8203.1",0.95,0.87,4,135,3,0,0,10,2,"0"
"9783",0.51,0.79,3,137,3,0,0,8,3,"0"
"7225",0.89,0.73,3,169,3,0,0,9,1,"0"
"6749",0.98,0.74,4,139,3,0,0,2,3,"0"
"2209.1",0.6,0.89,3,167,4,0,0,7,3,"0"
"13611",0.51,0.97,4,258,2,0,0,8,3,"0"
"2756",0.47,0.55,4,122,5,1,0,5,3,"0"
"7233",0.97,0.67,4,223,3,0,0,9,2,"0"
"6938",0.79,0.96,4,170,2,0,0,6,2,"0"
"11711",0.76,0.98,2,235,3,0,0,4,1,"0"
"13237.1",0.67,0.68,4,171,3,0,0,8,2,"0"
"6767",0.51,0.61,4,251,2,1,0,9,2,"0"
"8026",0.68,0.93,4,179,2,0,0,8,3,"0"
"11651",0.97,0.38,5,211,7,1,0,8,3,"0"
"6461.1",0.81,0.73,4,186,3,0,0,9,2,"0"
"13410",0.56,0.87,3,146,10,0,0,8,2,"0"
"13935.1",0.54,0.78,3,156,7,0,0,8,3,"0"
"4860.2",0.92,0.49,5,259,3,1,0,9,3,"0"
"4813.1",0.15,0.91,2,207,3,0,0,10,3,"0"
"8725",0.82,0.68,2,200,3,0,0,8,3,"0"
"7262",0.58,0.86,4,257,3,0,0,8,2,"0"
"13731",0.45,0.64,3,169,10,0,0,3,3,"0"
"11531",0.6,0.65,2,225,10,0,0,4,1,"0"
"13299",0.55,0.86,4,169,6,0,0,3,3,"0"
"4418",0.82,0.78,5,231,2,1,0,3,2,"0"
"2826",0.64,0.73,3,142,3,0,0,5,2,"0"
"4792",0.66,0.95,4,183,3,0,0,10,2,"0"
"8493",0.26,0.91,6,113,2,0,0,8,3,"0"
"11038.1",0.72,0.85,5,237,4,0,0,1,2,"0"
"5060",0.51,0.72,4,163,4,0,1,8,3,"0"
"5687.1",0.99,0.67,3,200,2,0,0,10,2,"0"
"10353.1",0.62,0.61,3,171,3,0,0,9,3,"0"
"9649",0.61,0.46,4,172,3,0,0,1,2,"0"
"13764",0.52,0.83,5,145,3,0,0,8,3,"0"
"14006.1",0.61,0.89,4,242,2,0,0,4,3,"0"
"2418.1",0.48,0.49,4,242,2,1,0,9,3,"0"
"6451",0.6,0.87,3,196,3,1,0,10,1,"0"
"8703.1",0.54,0.7,3,213,2,0,0,5,2,"0"
"10063",0.82,0.89,5,182,3,0,0,3,2,"0"
"2152",0.79,0.99,3,194,4,0,0,8,2,"0"
"4141",0.65,0.8,4,164,4,0,0,8,2,"0"
"4861",0.5,0.85,4,224,6,0,0,9,1,"0"
"4784",0.41,0.54,2,190,4,0,0,9,2,"0"
"6274.1",0.63,0.82,3,269,3,0,0,8,2,"0"
"5780",0.56,0.64,5,241,3,1,0,9,3,"0"
"9955",0.84,0.78,5,164,3,0,0,1,2,"0"
"7122",0.93,1,3,148,4,0,0,8,2,"0"
"12820",0.96,0.51,4,225,3,0,0,5,3,"0"
"11867.1",0.67,0.97,4,196,3,0,0,9,3,"0"
"13153",0.81,0.92,5,258,3,0,1,8,3,"0"
"7243",0.59,0.69,4,226,3,0,0,6,2,"0"
"7768",0.68,0.65,4,134,3,0,0,10,3,"0"
"3072",0.49,0.69,2,188,4,0,0,8,3,"0"
"2749",0.2,0.74,6,148,4,0,0,5,2,"0"
"13629",0.16,0.46,6,240,2,0,0,6,2,"0"
"8412",1,0.61,6,270,3,0,0,8,2,"0"
"5286.1",0.57,0.39,3,193,6,0,0,8,3,"0"
"3326",0.52,0.54,5,247,4,0,0,10,1,"0"
"13118",1,0.73,5,189,3,1,0,6,2,"0"
"11389",0.52,0.8,3,252,4,0,0,6,2,"0"
"3996.1",0.63,0.4,6,177,2,1,0,8,3,"0"
"2039.1",0.51,0.8,3,218,2,1,0,9,2,"0"
"6584",0.79,0.94,3,204,2,1,0,8,2,"0"
"13825",0.56,0.85,3,265,10,1,0,4,2,"0"
"4443",0.64,0.52,3,223,3,0,0,8,2,"0"
"4196.1",0.73,0.82,3,133,3,0,0,7,3,"0"
"6109.2",0.62,0.79,3,141,3,0,0,1,2,"0"
"4040.1",0.89,0.73,4,171,4,0,0,7,3,"0"
"5463",0.67,0.91,3,256,3,0,0,10,2,"0"
"13414.4",0.17,0.57,4,116,3,0,0,8,3,"0"
"2965",0.14,0.83,5,175,6,1,0,3,2,"0"
"11415",0.89,0.99,2,258,3,0,0,8,3,"0"
"11610",0.88,0.58,3,145,8,0,0,8,2,"0"
"2074",0.39,0.78,2,205,6,1,0,8,2,"0"
"10590",0.59,0.88,3,159,2,0,0,10,3,"0"
